cliente	mes	tipo	valor						
4135	2023-01-01 00:00:00.000	DESPESA COM VIAGEM	-6675						
7980	2023-01-01 00:00:00.000	MARKETING	-472						
19181	2023-01-01 00:00:00.000	NADA	0						
17834	2023-02-01 00:00:00.000	OUTROS CUSTOS	-8127						
15355	2023-02-01 00:00:00.000	DESPESA COM VIAGEM	-528						
17499	2023-02-01 00:00:00.000	NADA	0						
8267	2023-02-01 00:00:00.000	OUTROS CUSTOS	-332						
16537	2023-02-01 00:00:00.000	NADA	0						
18668	2023-02-01 00:00:00.000	NADA	0						
16691	2023-03-01 00:00:00.000	MARKETING	-5833						
23378	2023-03-01 00:00:00.000	NADA	0						
7777	2023-04-01 00:00:00.000	OUTROS CUSTOS	-4089						
15964	2023-04-01 00:00:00.000	SOFTWARE	-4711						
23630	2023-04-01 00:00:00.000	DESPESA COM VIAGEM	-8528						
28625	2023-04-01 00:00:00.000	OUTROS CUSTOS	-3477						
6060	2023-04-01 00:00:00.000	NADA	0						
29923	2023-05-01 00:00:00.000	MARKETING	-1877						
9628	2023-06-01 00:00:00.000	OUTROS CUSTOS	-5810						
24693	2023-06-01 00:00:00.000	DESPESA COM VIAGEM	-8267						
16068	2023-07-01 00:00:00.000	MARKETING	-3666						
19157	2023-07-01 00:00:00.000	MARKETING	-9623						
6033	2023-07-01 00:00:00.000	OUTROS CUSTOS	-9330						
20857	2023-07-01 00:00:00.000	NADA	0						
17796	2023-07-01 00:00:00.000	MARKETING	-7189						
18485	2023-08-01 00:00:00.000	OUTROS CUSTOS	-4190						
10963	2023-08-01 00:00:00.000	MARKETING	-8244						
14406	2023-08-01 00:00:00.000	DESPESA COM VIAGEM	-990						
16344	2023-08-01 00:00:00.000	DESPESA COM VIAGEM	-3325						
25014	2023-09-01 00:00:00.000	OUTROS CUSTOS	-4459						
24981	2023-09-01 00:00:00.000	OUTROS CUSTOS	-9546						
14652	2023-09-01 00:00:00.000	SOFTWARE	-4634						
1255	2023-09-01 00:00:00.000	NADA	0						
15275	2023-09-01 00:00:00.000	NADA	0						
20816	2023-09-01 00:00:00.000	NADA	0						
18580	2023-08-01 00:00:00.000	SOFTWARE	-8936						
24956	2023-08-01 00:00:00.000	NADA	0						
16589	2023-08-01 00:00:00.000	OUTROS CUSTOS	-4301						
24577	2023-01-01 00:00:00.000	SOFTWARE	-9272						
29243	2023-01-01 00:00:00.000	DESPESA COM VIAGEM	-7198						
10166	2023-01-01 00:00:00.000	NADA	0						
14733	2023-01-01 00:00:00.000	MARKETING	-1550						
24301	2023-02-01 00:00:00.000	DESPESA COM VIAGEM	-7959						
24537	2023-02-01 00:00:00.000	DESPESA COM VIAGEM	-1994						
10698	2023-02-01 00:00:00.000	NADA	0						
16504	2023-02-01 00:00:00.000	SOFTWARE	-37						
11445	2023-03-01 00:00:00.000	SOFTWARE	-9261						
19114	2023-03-01 00:00:00.000	NADA	0						
21132	2023-03-01 00:00:00.000	OUTROS CUSTOS	-4915						
9308	2023-03-01 00:00:00.000	NADA	0						
23987	2023-04-01 00:00:00.000	MARKETING	-802						
9812	2023-04-01 00:00:00.000	SOFTWARE	-3534						
9952	2023-04-01 00:00:00.000	NADA	0						
30927	2023-04-01 00:00:00.000	OUTROS CUSTOS	-627						
6115	2023-05-01 00:00:00.000	NADA	0						
16843	2023-05-01 00:00:00.000	DESPESA COM VIAGEM	-5247						
5332	2023-06-01 00:00:00.000	DESPESA COM VIAGEM	-6659						
16554	2023-06-01 00:00:00.000	NADA	0						
4494	2023-06-01 00:00:00.000	SOFTWARE	-7228						
20029	2023-06-01 00:00:00.000	OUTROS CUSTOS	-2144						
22015	2023-07-01 00:00:00.000	OUTROS CUSTOS	-3670						
16704	2023-07-01 00:00:00.000	NADA	0						
20388	2023-07-01 00:00:00.000	NADA	0						
30288	2023-07-01 00:00:00.000	SOFTWARE	-3599						
12194	2023-08-01 00:00:00.000	SOFTWARE	-5909						
4480	2023-08-01 00:00:00.000	NADA	0						
472	2023-08-01 00:00:00.000	DESPESA COM VIAGEM	-2464						
18179	2023-09-01 00:00:00.000	NADA	0						
15419	2023-09-01 00:00:00.000	MARKETING	-2653						
18490	2023-09-01 00:00:00.000	MARKETING	-5335						
3862	2023-09-01 00:00:00.000	OUTROS CUSTOS	-181						
11391	2023-01-01 00:00:00.000	MARKETING	-4845						
14654	2023-01-01 00:00:00.000	MARKETING	-7085						
12148	2023-04-01 00:00:00.000	MARKETING	-1042						
21427	2023-02-01 00:00:00.000	SOFTWARE	-4016						
21426	2023-06-01 00:00:00.000	OUTROS CUSTOS	-5774						
11026	2023-01-01 00:00:00.000	DESPESA COM VIAGEM	-6312						
11403	2023-05-01 00:00:00.000	MARKETING	-8198						
10525	2023-09-01 00:00:00.000	NADA	0						
6243	2023-03-01 00:00:00.000	NADA	0						
5901	2023-05-01 00:00:00.000	OUTROS CUSTOS	-4622						
5559	2023-05-01 00:00:00.000	NADA	0						
5388	2023-06-01 00:00:00.000	OUTROS CUSTOS	-4916						
5969	2023-07-01 00:00:00.000	SOFTWARE	-1929						
6138	2023-07-01 00:00:00.000	DESPESA COM VIAGEM	-3763						
6465	2023-07-01 00:00:00.000	DESPESA COM VIAGEM	-7562						
5074	2023-08-01 00:00:00.000	DESPESA COM VIAGEM	-909						
6693	2023-09-01 00:00:00.000	NADA	0						
14587	2023-06-01 00:00:00.000	NADA	0						
16670	2023-07-01 00:00:00.000	OUTROS CUSTOS	-4528						
11075	2023-06-01 00:00:00.000	DESPESA COM VIAGEM	-5943						
6976	2023-02-01 00:00:00.000	NADA	0						
5206	2023-05-01 00:00:00.000	OUTROS CUSTOS	-3064						
6926	2023-05-01 00:00:00.000	NADA	0						
8105	2023-09-01 00:00:00.000	DESPESA COM VIAGEM	-9986						
6798	2023-09-01 00:00:00.000	MARKETING	-1650						
16110	2023-02-01 00:00:00.000	NADA	0						
23985	2023-02-01 00:00:00.000	MARKETING	-9648						
4620	2023-02-01 00:00:00.000	NADA	0						
28432	2023-02-01 00:00:00.000	NADA	0						
24613	2023-03-01 00:00:00.000	NADA	0						
14652	2023-03-01 00:00:00.000	DESPESA COM VIAGEM	-9038						
25447	2023-03-01 00:00:00.000	MARKETING	-5483						
29232	2023-03-01 00:00:00.000	MARKETING	-2165						
798	2023-04-01 00:00:00.000	NADA	0						
59	2023-04-01 00:00:00.000	NADA	0						
12965	2023-05-01 00:00:00.000	NADA	0						
7974	2023-05-01 00:00:00.000	NADA	0						
6589	2023-06-01 00:00:00.000	NADA	0						
442	2023-06-01 00:00:00.000	DESPESA COM VIAGEM	-4659						
12257	2023-06-01 00:00:00.000	MARKETING	-6697						
23182	2023-07-01 00:00:00.000	SOFTWARE	-1107						
24618	2023-07-01 00:00:00.000	OUTROS CUSTOS	-5683						
20757	2023-08-01 00:00:00.000	SOFTWARE	-8452						
19647	2023-09-01 00:00:00.000	OUTROS CUSTOS	-1570						
22987	2023-09-01 00:00:00.000	NADA	0						
11662	2023-09-01 00:00:00.000	SOFTWARE	-2833						
11995	2023-01-01 00:00:00.000	OUTROS CUSTOS	-8855						
18077	2023-02-01 00:00:00.000	NADA	0						
4626	2023-04-01 00:00:00.000	DESPESA COM VIAGEM	-9736						
18575	2023-04-01 00:00:00.000	NADA	0						
23890	2023-04-01 00:00:00.000	OUTROS CUSTOS	-9309						
22932	2023-04-01 00:00:00.000	NADA	0						
23274	2023-04-01 00:00:00.000	DESPESA COM VIAGEM	-5180						
3777	2023-04-01 00:00:00.000	DESPESA COM VIAGEM	-8998						
5933	2023-04-01 00:00:00.000	DESPESA COM VIAGEM	-4415						
6180	2023-04-01 00:00:00.000	DESPESA COM VIAGEM	-604						
6320	2023-04-01 00:00:00.000	NADA	0						
18727	2023-05-01 00:00:00.000	SOFTWARE	-6724						
12461	2023-06-01 00:00:00.000	MARKETING	-6385						
15855	2023-06-01 00:00:00.000	NADA	0						
18243	2023-07-01 00:00:00.000	SOFTWARE	-5943						
23163	2023-07-01 00:00:00.000	NADA	0						
27897	2023-08-01 00:00:00.000	NADA	0						
12927	2023-08-01 00:00:00.000	MARKETING	-1890						
23591	2023-09-01 00:00:00.000	OUTROS CUSTOS	-1066						
25725	2023-09-01 00:00:00.000	NADA	0						
15432	2023-01-01 00:00:00.000	NADA	0						
5767	2023-04-01 00:00:00.000	NADA	0						
15231	2023-02-01 00:00:00.000	DESPESA COM VIAGEM	-2378						
18491	2023-05-01 00:00:00.000	SOFTWARE	-1269						
8101	2023-01-01 00:00:00.000	NADA	0						
6306	2023-01-01 00:00:00.000	OUTROS CUSTOS	-371						
6021	2023-02-01 00:00:00.000	NADA	0						
5199	2023-03-01 00:00:00.000	SOFTWARE	-8049						
5924	2023-07-01 00:00:00.000	DESPESA COM VIAGEM	-3155						
17850	2023-01-01 00:00:00.000	MARKETING	-8941						
13261	2023-01-01 00:00:00.000	NADA	0						
11602	2023-01-01 00:00:00.000	SOFTWARE	-5052						
22589	2023-03-01 00:00:00.000	DESPESA COM VIAGEM	-8230						
25725	2023-03-01 00:00:00.000	MARKETING	-5667						
25133	2023-04-01 00:00:00.000	NADA	0						
5325	2023-04-01 00:00:00.000	NADA	0						
25636	2023-06-01 00:00:00.000	NADA	0						
24095	2023-06-01 00:00:00.000	MARKETING	-1665						
16335	2023-07-01 00:00:00.000	NADA	0						
10349	2023-07-01 00:00:00.000	NADA	0						
6331	2023-08-01 00:00:00.000	SOFTWARE	-4011						
10238	2023-08-01 00:00:00.000	NADA	0						
18098	2023-08-01 00:00:00.000	MARKETING	-2324						
5894	2023-09-01 00:00:00.000	NADA	0						
17416	2023-09-01 00:00:00.000	DESPESA COM VIAGEM	-9584						
9173	2023-09-01 00:00:00.000	DESPESA COM VIAGEM	-669						
11457	2023-02-01 00:00:00.000	NADA	0						
18517	2023-05-01 00:00:00.000	NADA	0						
3712	2023-09-01 00:00:00.000	SOFTWARE	-1284						
21604	2023-02-01 00:00:00.000	OUTROS CUSTOS	-4675						
21449	2023-08-01 00:00:00.000	MARKETING	-3909						
7514	2023-01-01 00:00:00.000	SOFTWARE	-3126						
6262	2023-02-01 00:00:00.000	NADA	0						
6769	2023-02-01 00:00:00.000	NADA	0						
5102	2023-06-01 00:00:00.000	MARKETING	-8019						
5191	2023-09-01 00:00:00.000	SOFTWARE	-7392						
16577	2023-01-01 00:00:00.000	NADA	0						
27173	2023-01-01 00:00:00.000	SOFTWARE	-8971						
4357	2023-03-01 00:00:00.000	DESPESA COM VIAGEM	-2078						
28383	2023-03-01 00:00:00.000	MARKETING	-1632						
22709	2023-03-01 00:00:00.000	SOFTWARE	-6148						
2795	2023-05-01 00:00:00.000	MARKETING	-5741						
13601	2023-05-01 00:00:00.000	SOFTWARE	-4610						
14950	2023-06-01 00:00:00.000	NADA	0						
23307	2023-06-01 00:00:00.000	NADA	0						
30846	2023-06-01 00:00:00.000	NADA	0						
21756	2023-08-01 00:00:00.000	SOFTWARE	-4406						
30073	2023-09-01 00:00:00.000	SOFTWARE	-5645						
19194	2023-05-01 00:00:00.000	MARKETING	-3925						
24411	2023-06-01 00:00:00.000	DESPESA COM VIAGEM	-1422						
7641	2023-07-01 00:00:00.000	NADA	0						
3041	2023-01-01 00:00:00.000	NADA	0						
14966	2023-04-01 00:00:00.000	NADA	0						
25777	2023-05-01 00:00:00.000	OUTROS CUSTOS	-6222						
6922	2023-02-01 00:00:00.000	SOFTWARE	-360						
5128	2023-03-01 00:00:00.000	DESPESA COM VIAGEM	-5753						
5940	2023-06-01 00:00:00.000	DESPESA COM VIAGEM	-3879						
6350	2023-06-01 00:00:00.000	SOFTWARE	-1949						
6234	2023-08-01 00:00:00.000	DESPESA COM VIAGEM	-3405						
12161	2023-01-01 00:00:00.000	MARKETING	-2960						
24796	2023-03-01 00:00:00.000	MARKETING	-136						
22389	2023-03-01 00:00:00.000	NADA	0						
16873	2023-04-01 00:00:00.000	OUTROS CUSTOS	-6449						
17470	2023-04-01 00:00:00.000	DESPESA COM VIAGEM	-1782						
15532	2023-04-01 00:00:00.000	OUTROS CUSTOS	-4133						
18992	2023-04-01 00:00:00.000	NADA	0						
21838	2023-04-01 00:00:00.000	NADA	0						
11349	2023-04-01 00:00:00.000	MARKETING	-9516						
10901	2023-06-01 00:00:00.000	OUTROS CUSTOS	-6318						
16411	2023-06-01 00:00:00.000	DESPESA COM VIAGEM	-7240						
22200	2023-06-01 00:00:00.000	NADA	0						
13826	2023-07-01 00:00:00.000	MARKETING	-3220						
12926	2023-07-01 00:00:00.000	SOFTWARE	-9328						
18992	2023-08-01 00:00:00.000	NADA	0						
19194	2023-04-01 00:00:00.000	OUTROS CUSTOS	-1375						
12313	2023-03-01 00:00:00.000	NADA	0						
13386	2023-03-01 00:00:00.000	DESPESA COM VIAGEM	-9951						
5890	2023-02-01 00:00:00.000	NADA	0						
6175	2023-03-01 00:00:00.000	MARKETING	-4509						
10924	2023-08-01 00:00:00.000	NADA	0						
5191	2023-05-01 00:00:00.000	NADA	0						
6639	2023-06-01 00:00:00.000	OUTROS CUSTOS	-8110						
21175	2023-01-01 00:00:00.000	NADA	0						
22014	2023-02-01 00:00:00.000	NADA	0						
30420	2023-02-01 00:00:00.000	DESPESA COM VIAGEM	-139						
6558	2023-02-01 00:00:00.000	SOFTWARE	-7011						
4939	2023-03-01 00:00:00.000	NADA	0						
28557	2023-03-01 00:00:00.000	OUTROS CUSTOS	-3314						
18490	2023-03-01 00:00:00.000	DESPESA COM VIAGEM	-41						
21312	2023-03-01 00:00:00.000	NADA	0						
21957	2023-03-01 00:00:00.000	SOFTWARE	-4441						
24196	2023-03-01 00:00:00.000	OUTROS CUSTOS	-8989						
21759	2023-03-01 00:00:00.000	NADA	0						
19377	2023-05-01 00:00:00.000	MARKETING	-7069						
7884	2023-05-01 00:00:00.000	MARKETING	-718						
11930	2023-06-01 00:00:00.000	MARKETING	-839						
25813	2023-06-01 00:00:00.000	NADA	0						
29058	2023-06-01 00:00:00.000	DESPESA COM VIAGEM	-9229						
24396	2023-06-01 00:00:00.000	OUTROS CUSTOS	-2148						
14097	2023-07-01 00:00:00.000	MARKETING	-657						
14766	2023-07-01 00:00:00.000	OUTROS CUSTOS	-2505						
29309	2023-08-01 00:00:00.000	NADA	0						
16510	2023-08-01 00:00:00.000	MARKETING	-1289						
7125	2023-09-01 00:00:00.000	NADA	0						
15002	2023-09-01 00:00:00.000	NADA	0						
26243	2023-09-01 00:00:00.000	MARKETING	-8282						
4363	2023-01-01 00:00:00.000	SOFTWARE	-5957						
26241	2023-01-01 00:00:00.000	SOFTWARE	-3677						
15008	2023-01-01 00:00:00.000	DESPESA COM VIAGEM	-5690						
17953	2023-01-01 00:00:00.000	OUTROS CUSTOS	-7009						
23215	2023-01-01 00:00:00.000	OUTROS CUSTOS	-8443						
13909	2023-02-01 00:00:00.000	MARKETING	-8273						
20110	2023-02-01 00:00:00.000	NADA	0						
20414	2023-03-01 00:00:00.000	DESPESA COM VIAGEM	-722						
18627	2023-04-01 00:00:00.000	DESPESA COM VIAGEM	-1327						
6189	2023-04-01 00:00:00.000	MARKETING	-8452						
13737	2023-04-01 00:00:00.000	MARKETING	-4878						
24913	2023-05-01 00:00:00.000	MARKETING	-7576						
19496	2023-06-01 00:00:00.000	DESPESA COM VIAGEM	-8914						
24641	2023-06-01 00:00:00.000	NADA	0						
12821	2023-07-01 00:00:00.000	SOFTWARE	-5106						
16496	2023-09-01 00:00:00.000	NADA	0						
14119	2023-09-01 00:00:00.000	OUTROS CUSTOS	-7802						
21910	2023-07-01 00:00:00.000	NADA	0						
9961	2023-02-01 00:00:00.000	OUTROS CUSTOS	-5101						
13747	2023-09-01 00:00:00.000	OUTROS CUSTOS	-1899						
10437	2023-01-01 00:00:00.000	MARKETING	-5347						
26386	2023-02-01 00:00:00.000	NADA	0						
20601	2023-03-01 00:00:00.000	DESPESA COM VIAGEM	-2572						
19224	2023-04-01 00:00:00.000	SOFTWARE	-9105						
16937	2023-04-01 00:00:00.000	OUTROS CUSTOS	-6135						
6113	2023-04-01 00:00:00.000	NADA	0						
27095	2023-05-01 00:00:00.000	NADA	0						
26432	2023-07-01 00:00:00.000	DESPESA COM VIAGEM	-9032						
20032	2023-08-01 00:00:00.000	OUTROS CUSTOS	-10						
18108	2023-09-01 00:00:00.000	DESPESA COM VIAGEM	-8154						
14338	2023-06-01 00:00:00.000	SOFTWARE	-4207						
12899	2023-05-01 00:00:00.000	OUTROS CUSTOS	-2626						
13784	2023-02-01 00:00:00.000	NADA	0						
4273	2023-01-01 00:00:00.000	OUTROS CUSTOS	-1552						
24250	2023-01-01 00:00:00.000	OUTROS CUSTOS	-3440						
26522	2023-01-01 00:00:00.000	MARKETING	-2263						
18341	2023-02-01 00:00:00.000	OUTROS CUSTOS	-4393						
14906	2023-04-01 00:00:00.000	MARKETING	-6919						
7296	2023-04-01 00:00:00.000	MARKETING	-7582						
18074	2023-05-01 00:00:00.000	OUTROS CUSTOS	-4157						
23255	2023-06-01 00:00:00.000	MARKETING	-3352						
25718	2023-06-01 00:00:00.000	OUTROS CUSTOS	-9092						
30064	2023-06-01 00:00:00.000	DESPESA COM VIAGEM	-2447						
5501	2023-08-01 00:00:00.000	OUTROS CUSTOS	-2468						
15430	2023-09-01 00:00:00.000	DESPESA COM VIAGEM	-5392						
15026	2023-01-01 00:00:00.000	NADA	0						
28164	2023-01-01 00:00:00.000	SOFTWARE	-4554						
28994	2023-01-01 00:00:00.000	MARKETING	-1236						
27712	2023-02-01 00:00:00.000	DESPESA COM VIAGEM	-9834						
23403	2023-03-01 00:00:00.000	OUTROS CUSTOS	-6854						
27468	2023-03-01 00:00:00.000	NADA	0						
29142	2023-03-01 00:00:00.000	DESPESA COM VIAGEM	-642						
15696	2023-03-01 00:00:00.000	NADA	0						
25429	2023-04-01 00:00:00.000	SOFTWARE	-3568						
31269	2023-04-01 00:00:00.000	SOFTWARE	-5332						
10878	2023-05-01 00:00:00.000	NADA	0						
29143	2023-05-01 00:00:00.000	MARKETING	-3999						
29476	2023-05-01 00:00:00.000	MARKETING	-5828						
14800	2023-06-01 00:00:00.000	DESPESA COM VIAGEM	-8644						
28108	2023-06-01 00:00:00.000	MARKETING	-7475						
27167	2023-07-01 00:00:00.000	NADA	0						
9932	2023-07-01 00:00:00.000	DESPESA COM VIAGEM	-4177						
30624	2023-08-01 00:00:00.000	OUTROS CUSTOS	-3882						
24196	2023-09-01 00:00:00.000	OUTROS CUSTOS	-9924						
31257	2023-09-01 00:00:00.000	DESPESA COM VIAGEM	-5818						
30177	2023-04-01 00:00:00.000	NADA	0						
2930	2023-05-01 00:00:00.000	SOFTWARE	-4939						
21985	2023-07-01 00:00:00.000	NADA	0						
21986	2023-08-01 00:00:00.000	MARKETING	-6299						
19712	2023-05-01 00:00:00.000	SOFTWARE	-1178						
23822	2023-08-01 00:00:00.000	OUTROS CUSTOS	-4161						
28504	2023-09-01 00:00:00.000	MARKETING	-4236						
11533	2023-01-01 00:00:00.000	OUTROS CUSTOS	-4472						
30253	2023-01-01 00:00:00.000	MARKETING	-4658						
6952	2023-02-01 00:00:00.000	OUTROS CUSTOS	-5291						
13000	2023-02-01 00:00:00.000	DESPESA COM VIAGEM	-7837						
28482	2023-02-01 00:00:00.000	NADA	0						
13431	2023-03-01 00:00:00.000	NADA	0						
10743	2023-05-01 00:00:00.000	NADA	0						
12174	2023-05-01 00:00:00.000	NADA	0						
26525	2023-05-01 00:00:00.000	MARKETING	-3145						
26232	2023-07-01 00:00:00.000	MARKETING	-9427						
27975	2023-07-01 00:00:00.000	DESPESA COM VIAGEM	-1643						
28261	2023-07-01 00:00:00.000	MARKETING	-3006						
29643	2023-07-01 00:00:00.000	NADA	0						
30814	2023-07-01 00:00:00.000	NADA	0						
28082	2023-08-01 00:00:00.000	OUTROS CUSTOS	-5577						
30312	2023-08-01 00:00:00.000	DESPESA COM VIAGEM	-5432						
30966	2023-08-01 00:00:00.000	SOFTWARE	-600						
31917	2023-09-01 00:00:00.000	NADA	0						
30266	2023-03-01 00:00:00.000	MARKETING	-4883						
19628	2023-01-01 00:00:00.000	NADA	0						
28966	2023-03-01 00:00:00.000	NADA	0						
11161	2023-01-01 00:00:00.000	SOFTWARE	-482						
26520	2023-01-01 00:00:00.000	MARKETING	-4974						
10006	2023-02-01 00:00:00.000	NADA	0						
12854	2023-02-01 00:00:00.000	MARKETING	-488						
25818	2023-02-01 00:00:00.000	NADA	0						
27137	2023-03-01 00:00:00.000	OUTROS CUSTOS	-5019						
29755	2023-03-01 00:00:00.000	OUTROS CUSTOS	-4987						
30025	2023-03-01 00:00:00.000	NADA	0						
27809	2023-05-01 00:00:00.000	OUTROS CUSTOS	-33						
31389	2023-05-01 00:00:00.000	MARKETING	-2119						
12956	2023-06-01 00:00:00.000	NADA	0						
11845	2023-06-01 00:00:00.000	MARKETING	-5369						
28738	2023-06-01 00:00:00.000	NADA	0						
10405	2023-07-01 00:00:00.000	SOFTWARE	-557						
28463	2023-07-01 00:00:00.000	NADA	0						
30183	2023-09-01 00:00:00.000	NADA	0						
13164	2023-01-01 00:00:00.000	DESPESA COM VIAGEM	-5447						
23116	2023-01-01 00:00:00.000	DESPESA COM VIAGEM	-4554						
16356	2023-01-01 00:00:00.000	MARKETING	-158						
30591	2023-01-01 00:00:00.000	DESPESA COM VIAGEM	-1466						
27069	2023-02-01 00:00:00.000	DESPESA COM VIAGEM	-9137						
27671	2023-02-01 00:00:00.000	NADA	0						
29999	2023-03-01 00:00:00.000	DESPESA COM VIAGEM	-4114						
23573	2023-03-01 00:00:00.000	SOFTWARE	-1307						
15641	2023-05-01 00:00:00.000	SOFTWARE	-2154						
29376	2023-06-01 00:00:00.000	OUTROS CUSTOS	-8313						
22395	2023-06-01 00:00:00.000	NADA	0						
23397	2023-07-01 00:00:00.000	OUTROS CUSTOS	-9591						
29920	2023-07-01 00:00:00.000	NADA	0						
7440	2023-08-01 00:00:00.000	SOFTWARE	-7635						
21855	2023-08-01 00:00:00.000	NADA	0						
1814	2023-09-01 00:00:00.000	OUTROS CUSTOS	-858						
26449	2023-03-01 00:00:00.000	NADA	0						
17712	2023-06-01 00:00:00.000	DESPESA COM VIAGEM	-8678						
30488	2023-07-01 00:00:00.000	OUTROS CUSTOS	-6389						
11503	2023-01-01 00:00:00.000	OUTROS CUSTOS	-2872						
10743	2023-02-01 00:00:00.000	DESPESA COM VIAGEM	-9286						
10769	2023-02-01 00:00:00.000	OUTROS CUSTOS	-421						
10138	2023-03-01 00:00:00.000	OUTROS CUSTOS	-6993						
26856	2023-04-01 00:00:00.000	NADA	0						
12200	2023-05-01 00:00:00.000	NADA	0						
26370	2023-05-01 00:00:00.000	OUTROS CUSTOS	-4201						
10403	2023-06-01 00:00:00.000	SOFTWARE	-2552						
31010	2023-07-01 00:00:00.000	MARKETING	-8073						
11827	2023-08-01 00:00:00.000	NADA	0						
14715	2023-08-01 00:00:00.000	OUTROS CUSTOS	-5122						
23349	2023-08-01 00:00:00.000	NADA	0						
25596	2023-09-01 00:00:00.000	NADA	0						
6351	2023-01-01 00:00:00.000	NADA	0						
30952	2023-01-01 00:00:00.000	SOFTWARE	-3613						
26442	2023-03-01 00:00:00.000	NADA	0						
28338	2023-03-01 00:00:00.000	NADA	0						
28985	2023-03-01 00:00:00.000	DESPESA COM VIAGEM	-3677						
28560	2023-03-01 00:00:00.000	SOFTWARE	-7327						
29736	2023-05-01 00:00:00.000	NADA	0						
16950	2023-05-01 00:00:00.000	NADA	0						
7679	2023-06-01 00:00:00.000	OUTROS CUSTOS	-4686						
30425	2023-06-01 00:00:00.000	MARKETING	-3926						
28105	2023-01-01 00:00:00.000	MARKETING	-1365						
5048	2023-02-01 00:00:00.000	NADA	0						
30271	2023-04-01 00:00:00.000	NADA	0						
13893	2023-05-01 00:00:00.000	MARKETING	-7973						
20917	2023-09-01 00:00:00.000	OUTROS CUSTOS	-6959						
15203	2023-08-01 00:00:00.000	SOFTWARE	-2820						
11231	2023-02-01 00:00:00.000	DESPESA COM VIAGEM	-8641						
29270	2023-02-01 00:00:00.000	NADA	0						
13203	2023-03-01 00:00:00.000	NADA	0						
26564	2023-04-01 00:00:00.000	SOFTWARE	-638						
12381	2023-04-01 00:00:00.000	OUTROS CUSTOS	-5122						
10703	2023-06-01 00:00:00.000	MARKETING	-236						
25748	2023-06-01 00:00:00.000	OUTROS CUSTOS	-8492						
10822	2023-07-01 00:00:00.000	NADA	0						
28523	2023-07-01 00:00:00.000	SOFTWARE	-5628						
28503	2023-08-01 00:00:00.000	NADA	0						
30083	2023-08-01 00:00:00.000	SOFTWARE	-9860						
13094	2023-09-01 00:00:00.000	MARKETING	-463						
13431	2023-09-01 00:00:00.000	DESPESA COM VIAGEM	-1053						
26769	2023-09-01 00:00:00.000	SOFTWARE	-4784						
25608	2023-02-01 00:00:00.000	DESPESA COM VIAGEM	-8456						
13532	2023-01-01 00:00:00.000	OUTROS CUSTOS	-2863						
31551	2023-07-01 00:00:00.000	DESPESA COM VIAGEM	-7195						
24617	2023-02-01 00:00:00.000	MARKETING	-500						
29143	2023-02-01 00:00:00.000	NADA	0						
29480	2023-03-01 00:00:00.000	DESPESA COM VIAGEM	-4012						
9932	2023-03-01 00:00:00.000	NADA	0						
29875	2023-03-01 00:00:00.000	OUTROS CUSTOS	-9299						
28219	2023-05-01 00:00:00.000	SOFTWARE	-3423						
16467	2023-05-01 00:00:00.000	SOFTWARE	-6230						
29361	2023-06-01 00:00:00.000	DESPESA COM VIAGEM	-4439						
28996	2023-07-01 00:00:00.000	MARKETING	-8266						
13583	2023-07-01 00:00:00.000	OUTROS CUSTOS	-5149						
28248	2023-09-01 00:00:00.000	SOFTWARE	-9713						
30143	2023-08-01 00:00:00.000	MARKETING	-5843						
6913	2023-08-01 00:00:00.000	NADA	0						
30445	2023-09-01 00:00:00.000	NADA	0						
10111	2023-02-01 00:00:00.000	OUTROS CUSTOS	-9782						
29269	2023-01-01 00:00:00.000	OUTROS CUSTOS	-4690						
16080	2023-02-01 00:00:00.000	NADA	0						
22070	2023-02-01 00:00:00.000	DESPESA COM VIAGEM	-2338						
13777	2023-03-01 00:00:00.000	MARKETING	-7626						
29922	2023-06-01 00:00:00.000	SOFTWARE	-1396						
31472	2023-07-01 00:00:00.000	NADA	0						
3823	2023-08-01 00:00:00.000	DESPESA COM VIAGEM	-7749						
29754	2023-02-01 00:00:00.000	NADA	0						
27727	2023-02-01 00:00:00.000	MARKETING	-9190						
27418	2023-03-01 00:00:00.000	SOFTWARE	-8174						
25824	2023-04-01 00:00:00.000	DESPESA COM VIAGEM	-9557						
26396	2023-05-01 00:00:00.000	NADA	0						
26335	2023-06-01 00:00:00.000	SOFTWARE	-4021						
28392	2023-07-01 00:00:00.000	NADA	0						
11248	2023-08-01 00:00:00.000	NADA	0						
10048	2023-09-01 00:00:00.000	NADA	0						
30814	2023-09-01 00:00:00.000	DESPESA COM VIAGEM	-5854						
31234	2023-09-01 00:00:00.000	NADA	0						
31528	2023-09-01 00:00:00.000	MARKETING	-6116						
29405	2023-05-01 00:00:00.000	OUTROS CUSTOS	-8676						
29501	2023-01-01 00:00:00.000	NADA	0						
28483	2023-04-01 00:00:00.000	NADA	0						
27153	2023-04-01 00:00:00.000	NADA	0						
10785	2023-06-01 00:00:00.000	DESPESA COM VIAGEM	-966						
1109	2023-07-01 00:00:00.000	MARKETING	-1948						
18340	2023-09-01 00:00:00.000	MARKETING	-5641						
11168	2023-07-01 00:00:00.000	OUTROS CUSTOS	-9881						
12837	2023-01-01 00:00:00.000	NADA	0						
24736	2023-09-01 00:00:00.000	OUTROS CUSTOS	-2737						
25557	2023-01-01 00:00:00.000	MARKETING	-2176						
27980	2023-01-01 00:00:00.000	MARKETING	-8829						
